sentiment;text
Negative;  ما اسخفك
Negative;  والله لو يجمعونهم على شاطئ البحر الميت ويخلونهم يصرخون على اليهود ولمدة 30 ثانية . . ليهربون لقبرص عن طريق البحر . . سباحة
Negative;  هنا نجد اصحاب السوء يحضرون بقوة لان ها هولاء لم يحظروالى بعد تشجيع من اناس حولهم
Negative; ? 58 ثانية كأنه جورج وسوف وهو في الحمام معه اسهــــــــــال تكرمون جميعاااااااااااً 
Negative; ?سوبر طقاع .........? اول واحد جايته زبيريه 
Negative; ?و الله احلا شيء انه الواحد يهاجر او يشتغل حرامي عشان يقدر يعيش الله لا يوفق الي كان السبب و الله حرام
Negative;   احذفه لاني بجلس احش فيهم لمين اكفر
Negative;  ما يستحون و هم جايين لو انا منهم اروح اقشر بصل 
Negative; ? ولا مستحيل يطلع واحد يفشل نفسه كذا
Negative;  الله يلعن الي علمكم التطور يا متخلفين يا رجعيين
Negative;  ولا انا صوووتي كذا اجي اهباال هوو
Negative;  الباقيين سخااافه سمااااجه
Negative;  شعوب تافهه همها الحياة الدنيا ...فكروا في نهايتكم
Negative;  يخرب زوئك
Negative; ? .. مسخرة
Negative;  زماان المطربيين اللى غنو لهم المعاتيه دول ولعو فى مقابرهم وبيعيطو بدل الدموع دم على تراثهم اللى راح 
Negative; ?اتقوا الله فينا بكفي رفع اسعار و الرواتب بالحضيض
Negative;  وين القناه التافة الى تعرض هذول المعاتية صحيح نحن في انحطاط
Negative;  يا ثقل دمه الاصلع
Negative;  كأنهم خرفان العيد عند المسلخ
Negative;  اغبياء
Negative; ?عاهات 
Negative; ? سخافه
Negative; ? العالم العربي متروس عاهات 
Negative;  يخرب بيتك ما أزنخك
Negative;  تضرب منك لعدوله
Negative;  عدولة السامج هذا خرب اوم المقطع قسسم زبالة هالآدمي ودمه زززفت انا ضحكت 
Negative; ?حسبي الله و نعم الوكيل في كل ظالم و مفتري و الله يعين الشعب
Negative;  يلعن ام اللي باخر المقطع حق عدوله يا هو ثقيل دم
Negative;  الله يلعن امك وش ها القرف
Negative;  طول عمري بخاااف من العوب العب
Negative; ? سماجه سماجه ووالله البنانيين دمهم ثقيل مره
Negative;  عاهاتك يا وطنعاهاتك يا وطن
Negative;  أنا متأكده أنو هذولي مدفوعلهم علشان يجون يغنون لأنو مافي ناس مهابيل لهالدرجه
Negative;  ياخي برنامج السامج
Negative;  ابي اسمعهم يغنون احسهم امرض من ذولا
Negative; والمصحف عاهاااااات
Negative;  لانهم يمكن يكونو قاهرينك 
Negative; ?اللي لازم يصير اضراب جميع موظفي الدوائر الحكوميه و الخاصه لمدة اسبوع و شوف بعدها
Negative;  وسبب برفعة ضغطك 
Negative; ? ولا شكل ولا صوت منين جايبينهم هالكائنات الغريبة !!!!!!!!!!!!!! ااه يابطني بس
Negative;  لا حول ولا قوة اللا بالله العظيم  لم أكن أعلم ان نسبة ذكاء العرب منخفضه جدا الى هذا الحد
Negative;  اخر واحد حسسني اني لازم اطرش او اروح الحمام
Negative;  حسبي الله ونعم الوكيل فيكم..
Negative;  انا لاحظت بلبنانيين انهم ماعندهم روح الكوميديا نهائيا 
Negative;  واللله الناس دي ما شايلة هم ابدن علشان كده مسخرو نفسهم او كرامتهم راحت
Negative;  كدا عيييييييييييييييييييييب أودني راحت فيها
Negative; ? ومازال العود مصدي 
Negative;  ولا جورج في الزمنات بس حرام يفضحوهم
Negative; ?و الله مش طبيعي حرام و الله غير تنتشر السرقة و النهب خرب الامان النشور
Negative; ? هذول مساجين ولا ايش 
Negative;  ملعوب عليهم
Negative;  دمهم ثقيل
Negative; ? بالله عليك فين الاناقه في الناس اللي بتغني دي 
Negative;  أسوأ شعب الله في الكوميديا
Negative;  طول عمر بخاف أن أمثالك يصبحوا مطربين
Negative;  اهل العقول براحة ام نسيانك يابو نسيان صعب والله صعب
Negative;  لأن ما بعتقد انو في هالقد عاهات ما بيعرفوا انو صوتهم نشااز لأنو كتيير نشاز وازا في رح تكون حالات استثنائية مو بهاد الكم الكبير
Negative; ? يلعن ام الحاله ياخي وناسه
Negative;  هل الثقه بالمشتركين زاايده لدرجة العمى أو ان محيطهم يجاملهم بجمال صوتهم !!
Negative; ?و الله مش عارفة شو بدنا نسوي نشحد مثلا
Negative;  انا ابو عدولة هذا لو قدامي صدق اني راح العن ابو من جابه
Negative; ?  لا لا لا شي مو طبيعي
Negative; ? عاهات
Negative;  عااااااااهاااااات
Negative;  لا حول ولا قوة الا بالله ليش الحرج هدا
Negative; ? اللهم لا شماته ليش ياربي  يحرجوا انفسهم
Negative;  بس الحكام ماعندهم ذوق للأسف
Negative;  المشكلة ناس بتسمع حالها بالحمام هيه وبتغني,,وبتقتنع خلص
Negative;  ناس مطفرة من الآخر 
Negative;  اقلب وجهك
Negative; اي تفائل هاد يا زلمة روح تشائم احسلك
Negative; ? سلمتك بيد لله فظيع 
Negative; ? واثق من نفسه الحبيب 
Negative; ? و بعرف حكايات مليانه عاهات مثلكم و مجانين يا صيدااات (جورج وسوف) 
Negative;  ثكلتك امك
Negative;  ناس تبي تتمصخر ماتدري شلون
Negative;  يتسابقوووووووون إلى جهــنم ..
Negative;  هم اللي مصخرو انفسهم
Negative; ? والله عيب بهدلتو حالكم 
Negative;  يعني هيك برامج بتبين للناس وين صرنا و كم صارت نسبة التخلف بين شباب امتنا
Negative; غبيييي من جده
Negative; ?انا متشائم و رح اضل متشائم حتى ينزلوا البنزين
Negative;  لبنان وزبالتوا
Negative;  فعلا اللي بيســتحوا ماتوا 
Negative;  سخافات وتخلف شباب وصبايا هل الأيام !!!
Negative;  اخر واحد يادلوخ ياحمير تمثيل
Negative;  قلولهم هذا سوبر ستار مش مسابقة لبياع الخضار
Negative;  جورج وسوف حلب مو طبيعي
Negative;  الغباء واضح
Negative; ? الللجنه ما تنطاق
Negative;  لا والله ماهم اللي مسخرة انا اللي مسخرة اللي تفرجت عليهم 
Negative;  اما الغبي اللي يقلد جورج وسوف
Negative; انا بكرهك 
Negative;  حتى بالستايل مقلده الله ياخذ عمره الغبي 
Negative;  هذا انا واغني وانا بالحمام وانتوا .. بكرامه صوتي احلا من العاهات هذيل
Negative;  هذا تشهير ملعون والدين المفروض ما يعرضونه
Negative;  قرف يقرف اللبنانيين شو تافهين
Negative;  مهزلة التاريخ
Negative;  صج معوق
Negative;  من جد مجنون 
Negative;  هذا صدق ولا مجنون ولا يستهبل وش القصة
Negative;  انا انجنيت
Negative;  استغفر الله مجانين يروحون سوبر ستار
Negative; الله اكبر على كل ظالم
Negative; مش عارف كيف الناس بتحبك يا زلمة؟
Negative;  فعلا زي ما حكى اخر شي .... مهزلة .. وانا مهزلة اللي ضيعت وقتي اشوف هيك مسخرة .. فعلا اني مسخرة
Negative;  مررررعبه
Negative;  عاهات العرب الجرب
Negative;  اين ذهبوا العلماء والمخترعين والمفكرين .. جرب في جرب
Negative;  اللقطة الكزميدية بالآخر دمها تقييييييييييل 
Negative;  اصواتهم مع التوتر خربت
Negative; ? هالانسان مجنون لابس بدلة رياضة وجاي يغني حتى لو صوتك زين اللبس عدل
Negative;  foxboxer4 حرام عليك ماتشوفه شلون يصارخ كانه مشجع في ملعب
Negative;  يلعن ابو الاشكال بس !!
Negative;  عنجد هذا الانسان تافه وحقير
Negative; ?ما اثقل دمك و ما اغباك
Negative; ? لازم يحكم عليهم بالسجن
Negative;  سبحان الله الزلمات ثافهوووون
Negative;  يخرب زوءك 
Negative;  عاهاتك يا وطني
Negative; ? لو حد يا جماعة يعرف طبيب اذن يدلني ولا شكلي هارميهم خلاص باظو 
Negative;  مقرف جداً هذا الشخص !!
Negative; ? عاهاتك ياعرب
Negative;  عاهاتك يا وطن
Negative;  عــرب جـــرب
Negative;  قمة التخلف والانحطاط
Negative; ?ما ازنخك انت و مقالاتك
Negative;  اول واحد ذكرنى بصاحب اسمه قردة
Negative; ? من الي ضاحك عليهم انو اصواتهم حلوة
Negative; ? طول عمرك تخاف من الحب أجل 
Negative;  تدرون    الشرهه ع اللي شجّعهم يروحون للبرنآمج
Negative;  جابو المسخره لنفسهم الله لايردهم
Negative;  أحلى تخلف
Negative;  فيروسات بشرية
Negative; ?  سبحان الله غصبن على الي مايرضى ودهم يروحون النار حتى بالحرام موفالحين
Negative; ? عاهات اللهم لاشماته
Negative;  اهما ودهم يروحون النار لكن النار مارضت فيهم
Negative; ?روح اكتب اشي زي العالم و الناس بدل ما انت بتتهبل هيك و بتتمسخر يا مسخرة
Negative;  انا عرف شيء والله ببكي اكتر ما بضحك
Negative; ? والله خبل 
Negative;  اااه ياشويه عاهااااااات
Negative;  والله شويه عبط الي بيغنو والحكام كمان
Negative;  يا خسارة عليكو يا شباب المستقبل 
Negative;  فعلا مهزله
Negative; للبرنامج التافه الي يسمح لهذا الشي
Negative; هؤلاء معوقين?
Negative;  مساكين ها البشر 
Negative;  والله تحشيش من الاخر
Negative; ?كيف صرت كاتب يا زلمة ؟؟ انت كثير عليك حمار
Negative;  والله تحشيش
Negative;  حالات مرضية نفسية مستعصية لا يستطيع شفائها لا العلم و لا الفن 
Negative;  عالم فاضيه بيسموا الغناء فن بيشغلوا الناس
Negative;  هما بس الى بيسعوا للغناء ده طبعا غير الاشتغالات والافلام الهندى الى احنا شفنها
Negative;  تأثير الغرب مبين على العرب المجانين
Negative; المشكلة في ناس تقنع حالها أنه جورج وسوف له علاقة بالأغاني  
Negative; سلطان القرف 
Negative;  يا اخوان انتبهوا الى انة اكثر المشتركين المايعين من لبنان او سوريا وهذا حالهم لان تركوا ملة الاسلام وتبعوا الميوع مع الشيطان
Negative;  خبر عاجل يمنع لجميع المجانين التقدم الى سوبر ستار
Negative;  اللي صوةتو بشبه ابو وديع ليش بتمسخرو عليه 
Negative; اقترح تحويلهم الى طبيب نفسي و ليس الى القضاء
Negative;  ودي اكسر الابتوب على راسه ..
Negative;  اخر واحد اش فيه؟ مجنون؟؟ المفرووض اللجنة تمنع المجانين
Negative; ? والله اول واحد سمعته منهم احسب سمااعتي خرباً  يابطني من الضحك والله زااااحفين
Negative;  أأأأأه لو لا القرآن لقلت (إن أنكر الأصوات لهذه الأصوات)
Negative; ? يمكن جايين سكارى ويغنون !
Negative;  كل النسخ العربية والجنبيى كله تمثيل في تمثيل مسخره وعقول تاقهة
Negative;  برنامج معوق ومشاركين معوقين:)
Negative;  اسخف لجنة تحكيم شفتها بحياتي
Negative;  اقسم باللله ان العرب اكثر الشعوب تخلفاا
Negative;  انت ما شفت النسخة الاوروبية والامريكية والماليزية من نفس البرنامج فيها بلاوي اكثر من كذا بس حنا العرب فينا عقدة النقص والتخلف
Negative; مؤامره معروفه ضد الشرفاء في هذا البلد
Negative;  يلعن ابو التخلف
Negative;  حثالة و شباب صايع
Negative;  و شباب صايع مو ملاقي ياكل 
Negative;  شباب صايع مو ملاقي ياكل و مخه فاضي و متخلف عقليا 
Negative; وهاد اللي بخبص حكي ملوش معنا ابن مين هاد
Negative;  الله يفضح امكم فضحتونا شو هالسخافه 
Negative;  نيله تنيلكم من وين جايبين هالحثانه 
Negative;  هههه انا من ناحيتي هاظ الانسان الي قاعد بلنص اقرف واحد 
Negative;   فضحتونا من وين نحنا بال48 عنا برامج هيك تافها ومخمجي
Negative;  الحق مش على لجنة التحكيم الحق على الاغبيه المشتركين
Negative; ?كنا نقول البلد حاميها حراميها و ماذا سنقول الأن مفتيها حراميها و الله الواحد تحير في هذه الامة التي اصبح الحليم فيها حيران 
Negative;  العجوز هذا والرجال إلي بجنبه بله وأغبياء وأنهم يثبطون الواحد
Negative;  لجنه حكم ماعندها ذره احترام 
Negative;  برنامج فاشل جدا
Negative; مسخرة?
Negative;  ليش يعني اخترت انه مصيره في فتح يا تافه وفي المؤتمر السادس كمان يا ابن الكلب
Negative;  والله انك مسخره يا عجوز
Negative;  يستهبلووا
Negative;  سامج
Negative;  هي فلسطين راحت من قليل يا ولاد المخنثة لعنة الله عليكم فظحتونا..
Negative;  يضحكون و م شاففوا انفسهم   لو قلنا غنوا جابوا الععيد فالحين بس في الظرافةة هـ الشيبان
Negative; ?و هكذا جنت على نفسها براقش
Negative;  مش عارف كيف اهلهم سمحولهم يقدمو في البرنامج هادول شغل بطون
Negative;  لجنة تاااافهة
Negative; ? أنوا ا ا ا ا ا ا اع الشماته هالكلبا 
Negative;  ليش تتضحكو مش حللللوو
Negative;  سخيف مره يمسخرون الواحد ومافي شي يضحك اصلا
Negative;  سامجين بس يمسخرون المشتركين وقاحه 
Negative;  ولو هو انسان وعنده احاسيس ممكن من هالموقف اللي الكل يشوفه يتعقد هالإنسان من حياته كلها
Negative;  السلام عليكم الحقيقه انا لا اعرف شو وقاحة هاي اللجنه المشترك يعطي ما عنده من مواهب هذا ما عنده وهم يعطون ما عندهمما 
Negative;  ما عندهم هو قلة احترام للمشتركين وفلة ادب تجاه المشاهدين 
Negative;  استاذ غاوي غاوي اذا كنت غاوي المسخره روح اشتغل كراكوز
Negative; ?يجب وضع كل من تسول له نفسة مجرد ان يعمل اي تصرف لا يليق بالاردن ان يسجن و يسجن شىء مخزي شوية همل و زعران يخربوا الجامعات و سمعة البلد 
Negative;  ايه الهبل دا
Negative;  زهايمر وخرف وحبتين كبتاجون , ويفل على الشعب xD
Negative; ? تافهين جدا
Negative;  وش جابني هنا ثقيلين دم
Negative;  ثقيلين دم كثير
Negative;  البرنامج فاشل جدا
Negative;  ضيعت 7 دقايق من عمري بمشاهدة ازنخ و اتفه شخص بالحياة الا و هو اللي بالنص و لا حتى بعرف اسمه
Negative; ? بكتب ع اوراق الشجر يقول موهبتي وانا صغير الله يسامح اللي كاذب عليه
Negative;  هذا اللي بالنص من لجنة الحكم مفكر نفسو وديع الصافي و هو شقفة علاك 
Negative;  مسخره والله
Positive; ?حقا
Positive;  صح جدا
Positive; ?اه و النعمة 
Positive; كلامك جميل ورائع
Positive; ?و خير الكلام ما قل و دل
Positive; ?ولا تنسو تبسمك في وجه اخيك صدقه
Positive; ?ليتنا نستطيع الابتسامه في الاوقات المؤلمه
Positive; ?و بحب الناس الرايقه الي بتضحك على طول
Positive; ?ابتسم امام كل الناس لتسرهم و تجبر خواطرهم فتبسمك في وجوههم صدقه
Positive; ?و الله انت حبيبي 
Positive; ?صح فالابتسامه تصنع السعاده
Positive; ?الابتسامه جميله
Positive; ?ابتسم بنيه طيبه و فقط
Positive;  معك حق
Positive; لطيف
Positive; البسمه سر من اسرار الحياة
Positive; كل سنه وانتم طيبين
Positive; ?أجمل ابتسامه
Positive; الابتسامه كلمه طيبه بغير حروف
Positive; أفعال لا تضاهيها أقوال
Positive; أفعال لا تحتاج إلى أقوال
Positive; الابتسامة كلمة بدون حروف
Positive; صحيح الابتسامه لها تعابير كثيره
Positive; اضحك تضحكلك الدني
Positive;  انا احب هذا الكاتب
Positive; ?ابتسم و هدي اعصابك
Positive; ?كلام طيب
Positive; ?و خير الابتسامة 
Positive; روعة الاشياء تبقى روائحها بقى اصحابها ام انصرفوا
Positive; ?صدقتي رائعه و معبره الكلام
Positive; هذه من أقوال الرفيق المناضل 
Positive; ?مش عارف لية بيتحوله و هما الى دواره عليك وكان نفسهم تكون معاهم فى الأول
Positive; ?احلى شىء النهاية الباقية صح كلامك
Positive; ?فعلا في البداية كلهم رائعون
Positive; ?الذي طبعه رائع ما يمكن ان يتغير راح يبقه رائع
Positive;  الحل الوحيييييييد(حب الله ورسوله وطاعتهم)
Positive; هذا هو المهم
Positive; نعم فى البدايه كلهم اروع من الروعة
Positive; ?الرائع سيظل رائعا حتى نهاية العمر
Positive; ?فعلا البت جده لما تحتاج ليه هو الانسان الصادق و هو البستاهل تضحي عشان
Positive; ? بوركت جهودك و سلمت اناملك
Positive; ?و الله و بالنهاية يكونو رائعون
Positive; العبرة بالختام
Positive; سأبقى رائعا معك إلى النهاية إن بقيتي رائعة معي إلى النهاية
Positive; أحسن شيء العمل الذي يؤدي للاستمرارية
Positive; ?ما فيها شك
Positive;  كلام صحيح من شان هيك الدول اللي ما فيها بطالة والمجتمعات المفتوحة بتقل فيها المشاكل النفسية
Positive; المهم هو الصادق معي الناصح لي
Positive; ?كلمات رائعه و حلوه و لا احلى ان يكونو في النهايه رائعون
Positive; كلمات حلو
Positive; سلمت يمناك كلام من ذهب
Positive; حقيقة
Positive; ?صح كلامك و أحلى حكمة و محد يبقى للنهاية رغم اتفاق الطرفين
Positive; اروع صفحة
Positive; كلام سليم 
Positive; ?كلام ما في جدل
Positive; الكلام في البدايه بكون حلو لاكن من يبقي خير
Positive; صدقت
Positive; ?صدقت و الله يا شيخ
Positive; بصمات راقية لأديب الدعوة محمد الغزالي 
Positive; سعادتنا تكون بحسن الاستمتاع بالأشياء التي نحصل  عليها كما تكون بحسن الاستغناء عن الأشياء التي نُحرم منها
Positive; صباحك خير يا دكتور سلمان
Positive; صباحكـ نقاء يشبه سريرتك 
Positive; يسعد صباحك بذكر الرحمان
Positive; ?صباح الخير و الحرية و النصر
Positive; ?املأ رئتيك بعبق السماء مع ولادة صباح جديد تهتز له الحياة و تحتفل .. أيقظ عقلك بالنور .. و ابعث همتك حية متوثبة   لتطوي نهارك في فرح
Positive; اسال الله في علاه ان يحفظكم بما يحفظ به عباده الصالحون 
Positive; جزاك الله خيرا
Positive; الله تعالى معان
Positive; ?يا جماعه دعواتكم لاهل سوريا فهم في اشد الحاجه لدعائنا لنرفع اكفنا لرب الكون ان يحميهم و يحمي كل امة محمد لا تنسوهم من دعائكم و المال الذي وهبكم الله فيا بني ادم يوما لك ويوما عليك و كما تدين تدان
Positive; شكرا دكتور فكلماتك لها بالغ الأثر في نفوسنا
Positive; أحلى صباح من أحلى شيخ في العالم 
Positive; شكرا لك
Positive; ?من توكل على الله .. يعانق قلبه النور و الصفاء 
Positive; ?افتح  قلبك للعالم 
Positive; صباحك جمال و روعه 
Positive; ?صباح الهمة و النشاط شيخنا الفاضل
Positive; صباحك سعيد
Positive; ?صباح هادئ ? انفاس تحمل تفاؤل ? يقين بان گل مَ سيكتبہ أللہ لنا ?ي كل يومَ خير أصبحنا و أصبح الملك لله 
Positive; كلام حقيقي
Positive; صباحكم تفائل
Positive; ?الله يعطيك الصحه و العافيه  
Positive; ?الله ما يحرمنا من كلماتك الحلوة يا شيخنا
Positive; ?دعواتك لنا يا شيخ سلمان بالتوفيق و الفلاح و الظفر و حسن الخاتمة 
Positive; ?صباح الفل و الورد يا شيخ سلمان عطر الله صباحك بذكره و شكره و حسن عبادته
Positive; اسعد الله صباحكم علامتنا بالخيرات
Positive; ?صباحات العقول اليقظة و الهمم الحيية المتوثبة 
Positive; ?صباح الخير و النور و الأنوار 
Positive; صباح ?لإشتياق لِتلک ?لتي تَجّري مِن تَحّتِہا ?لأنہَار لا حُزنَ فِيہا 
Positive; ?الفرح  فرح  و سرور 
Positive; احيانا الوحده تزيل بعضا من ألهموم ..
Positive; ?دائماً تبعث النشاط  و الحيوية في النفوس مع  كل  صباح اسعد  الله  صباحك
Positive; ?الله يسعدك و يبعد عنك كل شر
Positive; ?نهارك طيب و مبروك
Positive; ?صباح ملؤه الحب و العرفان
Positive; صباح الفل 
Positive; ?اللهم اغفر له و وسع لك رحمتك له و اصلح له ذريته
Positive; ?صباح الرحمة و البركات إن شاء الله 
Positive; ?لست الأفضل و لكن لي أسلوبي سأظل دائماً اتقبل رأي الناقد و الحاسد 
Positive; ?فالأول يصحح مساري و الثاني يزيد من أصراري
Positive; ?صباح مملوء بالخير لجميع المسلمين يا رب
Positive; لا طبعا التقرب الى الله هو خير علاج للحالات النفسية
Positive; ?نسمات انتعاش الفجر رحمات يظفر بها اهل النور التام الذين توسعت صدورهم بانشراح جماعة الفجر و حيوية صبح يتنفس منتشيا و مرحبا بكل مبادر للخير
Positive; صباحكم سعاده
Positive; ?كلامك يشعرني بالتفاؤل ... و يمدني بالقوة و الاستمرار
Positive; ?صباح الخير و السعادة لكم
Positive; ?اللهم ما اصبح بي من نعمة أو بأحد من خلقك فمنك وحدك لا شريك فلك الحمد و لك الشكر
Positive; الحمد لله اصبح على وجهك المشرق كل يوم
Positive; ?صباح النور و السرور و الورد المنثور
Positive; ?صبحك الله بالخير
Positive; ?و رزقك خير هذا اليوم
Positive; ?فتحه و نصرة و نوره و بركته و هداه
Positive;  الحل الوحيد هو القرب من الله وذكره  (الا بذكر الله تطمئن القلوب )قال الله تعالى
Positive; اكيد طبعا
Positive; الحمد لله ع السلامه 
Positive; ?صباحك ورد و ياسمين معطرين بنسمات من الجنة يا شيخنا الجليل حفظك الله من كل سوء   نحبك في الله
Positive; صباح القشطة
Positive; الله يصبحك برضاه
Positive; ?صباح ملؤه الخيرات و المسرات
Positive; ?اصبحنا و اصبح الملك لله . اللهم لك الحمد .. احييتنا بعد ما متنا و اليك النشور
Positive; صباح الود
Positive; ?صباح الورد و لوجه طيبة
Positive; ?لو أغلقت الأبواب في وجهك   وأظلمت الدنيا  و خنقتك الدموع   و ضاقت بك الأرض   استحضر معنى اسم الله الفتاح القادر سبحانه قادر على فتح ما انغلق من أمرك
Positive; ?صبأحكم امل مشرق و عطا متجدد كمأ شروق الشمس
Positive; نعم الوقت يمر بسرعة
Positive; صباح الفل
Positive; ?صباح يغِسلُ گل ما لا يروقني فيً حي?تيَ و حي?ة ?حبتيّ و يِجًعلن? نتَنفِسْ حُب?
Positive; ?و طمّأنينَه صباح ?لآملَ بً?للِه و ?لثِقةً
Positive; ?البسك الله ثوب الصحه و العافيه صباحك ورد
Positive; ?صباح الإبتسامة مرسومة على محياك .. ربي اجعل حياتي و حياة أحبتي نور على نور
Positive; ?صباح الاماني المحققه باذن الله 
Positive; ?صباح الخير لك ياشيخ ... لكم كلماتك دائما تشعرني بالامان و السكينة و الرضي بما كتب الله 
Positive; يسعد اوقاتك 
Positive; ?صباحات النقاء و الإبتسامات الصافية من القلب
Positive; ?صباح الخير و الاشراق و الامل 
Positive; رائع
Positive; صباح النور و السرور 
Positive; ?و تربت على كتوفنا و تشحننا بالتفاؤل أيضاً .. و صباحك أسعد
Positive; ?صباح الوفاء لك  يا صديقي
Positive; صباح الحب من الله علينا جميعا
Positive; ?صباح الخير و التفكر 
Positive; كلماتك عذبة
Positive; صباحك نور
Positive; ?صباح الدرب للجنة
Positive; ?و بلبل شادى بفنه
Positive; ?و ريحة الياس و الحنة
Positive; تفائلوا بالخير تجدوه
Positive; ?اقولها لكل احبابي
Positive; ?اللهم اجعلنا ممن يتمتعون بروح و ريحان
Positive; ?و جنة النعيم من الرحمن
Positive; ?صباحك طيب كطيب المسك و العنبر
Positive; ?يا طيب صباحك كل خيرات
Positive; ?صباح العفو و التسامح صباح الخير لوجه الخير
Positive; ?صبحكم الله يأهل الطيب بالخير ... و يسعد ضحاكم و الظهر و العشية
Positive; ?ناس عزيزة و المعزة لهم غير ... فيهم صفات الصالحين العلية
Positive; ?هذا سلامي يسبق البرق و الطير ... فيه الحروف معطرة بالتحية 
Positive; ?صباحك مبروك و عدوك مهلوك
Positive; الامل بالله كبيييييير انشالله
Positive; ?وماذا عن التفاؤل في يوم ربيعي جميل نحقق به الامال الطوال
Positive; سلامي عليك 
Positive; ?الحمد لله الذي بنعمته تتم الصالحات حمدا غير منقطع 
Positive; ?الشكر لله اولا ثم  ل د.عمر خالد . كان سبب ف أرتد الحجاب
Positive; ?جمال الصفحة من جمالكم و رقي اخلاقكم أنا متأكد ان صفحتنا ستعجبك فأنضم الينا و ادعو اصدقائك فنحن نسعد بك و بهم
Positive; حينما ننجح فى الانتصار على انفسنا
Positive; سننتصر على اعدائنا
Positive; ?اعنكم الله و تقبل منكم و يسر طريقكم
Positive; ممكن يكون احسن بالاخلاص
Positive; ?اللهم أنس قلوبنا بذكرك , و أملأ أرواحنا بحبك , و أقرّ أعيوننا بقربك , و أسعدنا في الآخرة بجوارك و متع أبصارنا في الجنة بالنظر إلى وجهك الكريم
Positive; التشائم يقتل الحياة
Positive; ?الدال على الخير كفاعله
Positive; جامدة جد
Positive; بسمة امل حلوة 
Positive; ?ما شاء الله الله يثبتك
Positive; ?سبحان الله مواقف لها معنى و قيمة و فعلا تعلم ما شاء الله .. 
Positive; قصة رائعة أفادك الله من العلم لتفيدنا دائما
Positive; خلتنى ابتسم رغم انى مكتئبة جدا 
Positive; ? و نجدد قلبنا بالإيمان مع بعض 
Positive; ?اتحزن : فإن الله يدافع عنك   والملائكة تستغفر لك   و المؤمنون يشركونك في دعائهم كل صلاة  و النبي صلى الله عليه و سلم يشفع   و القرآن يعدك وعدا حسنا  و فوق هذا رحمة أرحم الراحمين
Positive; ?لاتحزن : فإن الحسنة بعشرة أمثالها إلى سبعمائة ضعف إلى أضعاف كثيرة   و السيئة بمثلها إلا أن يعفو ربك و يتجاوز   فكم لله من كرم ما سمع مثله ! و من جود لا يقاربه جود
Positive; لا اله الا الله محمد رسول الله
Positive; ?أللهم ثبت قلوبنا على الإيمان
Positive; اللهم اتم علينا مكارم الاخلاق
Positive; هل تعلم ان المطر يتشكل اولا على هيئة بلورات ثلج داخل الغيوم و يتحول الى قطرات ماء بعد ذوبانه و هو في طريقه الى اليابسة.
Positive; أفتخر إني مسلم نعمه من نعم ربي
Positive; الدين أخلاق
Positive; ?يا رب بناتنا و شبابنا كلهم يستطيعوا العمل بهذه النصيحة يا ريتا كلنا نتذكر أننا كلنا دعاه للإسلام بأخلاقيتنا و الصفات الحسنة
Positive; ?الله الله عليك يا استاذ عمر و بارك الله لك و بارك عليك و جزاك الله عنا خيرا كثير
Positive; الدين المعاملة
Positive; ?رب فعل صغير يستعظمه غيرك و خاصة ان كنت تمثل الاسلام
Positive; ?قصه في غايه الروعة
Positive; اي والله
Positive; ?ربنا يهدينا و يهدي بينا أمة محمد الغافلين
Positive; ?أنما بعثت لأتم مكارم الأخلاق
Positive; ?اللهم أعني على ذكرك و شكرك و حسن عبادتك
Positive; اللهم اصلح حال المسلمين
Positive; ?بتمنى لو ان تقوم بعثة للدعاة من مصر و تزور جميع البلاد و تعرفهم و تشرح ما هو الدين الاسلامي و تنشر بحق فى كل مكان
Positive; سلمت يداك روعة
Positive; ?اللهم بارك فيك و عليك و ثبتك
Positive; ?اللهم انصر المسلمين و المسلمات في كل مكان
Positive; ?اللهم اجعلنا دائما مسلمين صادقين في افكارنا و في اعمالنا
Positive; يا شيخ خالد ربي يحفظك نبي منك طلب 
Positive; نعم
Positive; ?كثر الله من أمثالك و زادك الله علم
Positive; اللهم اجعلني من يتشرف به الاسلام
Positive; ?الاسلام هو حسن الخلق ألا تعرف بأن الحبيب صلى الله عليه و سلم لقب أمينا قبل نزول الوحي 
Positive; ?الدعوة مش بالكلام بس ممكن نكون دعاة بأخلاقنا و أسلوبنا و تعاملنا 
Positive; ?ربنا يبارك فيه و يكون قدوه للجميع المسلمين فى انحاء العالم
Positive; يجب على كل مسلم الإعتزاز بدينه في جميع الأمور صغيرها و كبيرها
Positive; ?اللهم ثبت قلوبنا على الايمان
Positive; كلام ذهب
Positive;  بالفعل لازم كل واحد بيتكلم عن الدين اقل مافيها يلتزم باقل مبادئه عشان يكون قدوة مش ييخلي الناس تقول هو ده الدين
Positive; ?مثال جميل جدا . عبرة لكل من يحمل رسالة الاسلام
Positive; نعم والحمد لله
Positive; اللهم اجعلنا ممن يعطي الامانة حقه
Positive; ?اللهم اعنا على انفسنا و اجعلنا نرى الدنيا صغيرة و الآخرة كبير
Positive; ?الدين المعاملة و ليس بالمظاهر
Positive; يا مقلب القلوب ثبت قلوبنا على الاسلام
Positive; ?سلمت ... و سلمت يداك ... انها الاخلاق الكريمة التي علمنا اياها رسولنا الاعظم صلوات الله و سلامه عليه ... و اننا انشاء الله سنفعل ما بوسعنا حتى نرسم صورة راقية و جميلة عن ديننا و اخلاقنا .. و الله المستعان
